   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time
 574,          1701,             278,              2,     11861,         810,         16,     10950,           0,         28,        164451,             162,            134
 575,          1703,             278,              3,     11965,         820,         18,     10973,           0,         32,        165025,             162,            160
 576,          1707,             279,              3,     11938,         811,         24,     11003,           0,         29,        165600,             163,            149
 577,          1711,             280,              3,     11955,         810,         20,     11022,           0,         31,        166176,             164,            149
 578,          1717,             282,              4,     11985,         810,         18,     11036,           0,         31,        166753,             164,            148
 579,          1719,             282,              3,     12015,         815,         20,     11058,           0,         30,        167331,             164,            150
 580,          1721,             282,              3,     12027,         818,         18,     11079,           0,         45,        167910,             164,            140
 581,          1723,             282,              3,     12035,         823,         17,     11097,           0,         29,        168490,             164,            140
 582,          1727,             283,              3,     12120,         834,         19,     11111,           0,         38,        169071,             165,            141
 583,          1729,             283,              3,     12115,         826,         18,     11139,           0,         30,        169653,             165,            143
 584,          1731,             283,              3,     12137,         827,         17,     11155,           0,         29,        170236,             165,            149
 585,          1733,             283,              2,     12112,         823,         17,     11173,           0,         27,        170820,             165,            135
 586,          1739,             285,              2,     12116,         822,         16,     11200,           0,         28,        171405,             167,            135
 587,          1741,             285,              2,     12205,         836,         18,     11225,           0,         27,        171991,             167,            136
 588,          1743,             285,              3,     12221,         832,         17,     11245,           0,         29,        172578,             167,            165
 589,          1745,             285,              3,     12257,         835,         20,     11269,           0,         33,        173166,             167,            158
 590,          1751,             287,              3,     12320,         843,         19,     11281,           0,         32,        173755,             169,            159
 591,          1753,             287,              3,     12350,         847,         20,     11308,           0,         33,        174345,             169,            159
 592,          1755,             287,              5,     12354,         848,         19,     11327,           0,         33,        174936,             169,            167
 593,          1757,             287,              3,     12322,         836,         19,     11347,           0,         30,        175528,             169,            147
 594,          1761,             288,              3,     12334,         836,         17,     11365,           0,         30,        176121,             170,            147
 595,          1765,             289,              3,     12321,         835,         19,     11386,           0,         30,        176715,             171,            147
 596,          1767,             289,              3,     12327,         834,         23,     11410,           0,         32,        177310,             171,            150
 597,          1769,             289,              3,     12348,         825,         18,     11439,           0,         30,        177906,             171,            148
 598,          1771,             289,              3,     12413,         841,         18,     11450,           0,         30,        178503,             171,            149
 599,          1773,             289,              3,     12436,         842,         18,     11478,           0,         30,        179101,             171,            149
 600,          1775,             289,              4,     12463,         845,         17,     11498,           0,         31,        179700,             171,            172
 601,          1777,             289,              3,     12444,         836,         19,     11520,           0,         32,        180300,             171,            159
 602,          1781,             290,              3,     12431,         837,         19,     11532,           0,         32,        180901,             172,            160
 603,          1785,             291,              3,     12608,         854,         20,     11567,           0,         32,        181503,             173,            163
 604,          1793,             294,              3,     12639,         857,         20,     11582,           0,         32,        182106,             172,            161
 605,          1795,             294,              3,     12669,         859,         17,     11608,           0,         30,        182710,             172,            148
 606,          1797,             294,              3,     12701,         861,         16,     11622,           0,         30,        183315,             172,            149
 607,          1799,             294,              3,     12664,         867,         19,     11644,           0,         29,        183921,             172,            151
 608,          1801,             294,              3,     12651,         857,         18,     11663,           0,         30,        184528,             172,            163
 609,          1805,             295,              3,     12682,         859,         18,     11685,           0,         32,        185136,             173,            164
 610,          1807,             295,              3,     12689,         858,         17,     11709,           0,         32,        185745,             173,            164
 611,          1809,             295,              3,     12721,         855,         20,     11733,           0,         32,        186355,             173,            171
 612,          1813,             296,              4,     12800,         869,         33,     11749,           0,         31,        186966,             174,            157
 613,          1815,             296,              3,     12773,         863,         19,     11765,           0,         31,        187578,             174,            156
 614,          1817,             296,              3,     12794,         862,         18,     11796,           0,         31,        188191,             174,            199
 615,          1819,             296,              5,     12906,         871,         32,     11811,           0,         48,        188805,             174,            286
 616,          1821,             296,              6,     12897,         874,         37,     11844,           0,         53,        189420,             174,            181
 617,          1825,             297,              6,     12874,         866,         34,     11865,           0,         82,        190036,             175,            176
 618,          1827,             297,              4,     12884,         865,         29,     11892,           0,         36,        190653,             175,            182
 619,          1829,             297,              4,     12972,         880,         24,     11905,           0,         35,        191271,             175,            167
 620,          1831,             297,              4,     12972,         877,         22,     11934,           0,         38,        191890,             175,            168
 621,          1835,             298,              8,     13041,         884,         36,     11948,           0,         95,        192510,             176,            260
 622,          1837,             298,              9,     13009,         877,         38,     11970,           0,         75,        193131,             176,            183
 623,          1839,             298,              5,     13054,         890,         32,     11996,           0,         59,        193753,             176,            238
 624,          1843,             299,              5,     13084,         893,         32,     12018,           0,         67,        194376,             177,            223
 625,          1845,             299,              6,     13019,         870,         32,     12038,           0,         54,        195000,             177,            222
 626,          1851,             301,              5,     13021,         865,         29,     12062,           0,         51,        195625,             179,            219
 627,          1859,             304,              5,     13115,         882,         30,     12076,           0,         51,        196251,             180,            210
 628,          1861,             304,              5,     13145,         883,         29,     12104,           0,         52,        196878,             180,            200
 629,          1863,             304,              4,     13155,         887,         22,     12130,           0,         33,        197506,             180,            165
 630,          1867,             305,              4,     13246,         900,         27,     12151,           0,         44,        198135,             181,            209
 631,          1869,             305,              5,     13341,         912,         25,     12166,           0,         44,        198765,             181,            181
 632,          1873,             306,              4,     13412,         921,         23,     12195,           0,         34,        199396,             182,            171
 633,          1875,             306,              4,     13311,         906,         22,     12218,           0,         33,        200028,             182,            172
 634,          1877,             306,              3,     13311,         901,         20,     12234,           0,         34,        200661,             182,            173
 635,          1881,             307,              4,     13373,         905,         33,     12262,           0,         33,        201295,             183,            175
 636,          1883,             307,              3,     13397,         910,         19,     12287,           0,         30,        201930,             183,            155
 637,          1891,             310,              3,     13403,         907,         18,     12311,           0,         29,        202566,             184,            155
 638,          1897,             312,              3,     13435,         906,         17,     12335,           0,         30,        203203,             184,            174
 639,          1899,             312,              3,     13513,         919,         33,     12359,           0,         33,        203841,             184,            169
 640,          1901,             312,              3,     13523,         915,         21,     12389,           0,         32,        204480,             184,            170
 641,          1903,             312,              3,     13553,         922,         21,     12407,           0,         33,        205120,             184,            170
 642,          1907,             313,              3,     13468,         903,         20,     12422,           0,         34,        205761,             185,            184
 643,          1909,             313,              3,     13592,         923,         20,     12442,           0,         31,        206403,             185,            163
 644,          1911,             313,              3,     13649,         929,         19,     12462,           0,         31,        207046,             185,            164
 645,          1913,             313,              3,     13634,         925,         18,     12482,           0,         31,        207690,             185,            163
 646,          1917,             314,              3,     13665,         930,         18,     12499,           0,         31,        208335,             186,            182
 647,          1919,             314,              3,     13627,         922,         20,     12530,           0,         32,        208981,             186,            169
 648,          1925,             316,              3,     13607,         915,         19,     12539,           0,         32,        209628,             187,            170
 649,          1935,             320,              3,     13653,         921,         20,     12560,           0,         33,        210276,             187,            176
 650,          1937,             320,              3,     13674,         922,         24,     12590,           0,         32,        210925,             187,            171
 651,          1939,             320,              3,     13754,         925,         21,     12613,           0,         41,        211575,             187,            171
 652,          1943,             321,              3,     13800,         930,         20,     12627,           0,         33,        212226,             188,            172
 653,          1945,             321,              3,     13784,         928,         21,     12649,           0,         36,        212878,             188,            173
 654,          1947,             321,              3,     13844,         935,         19,     12672,           0,         33,        213531,             188,            173
 655,          1951,             322,              3,     13885,         946,         20,     12689,           0,         33,        214185,             189,            173
 656,          1953,             322,              3,     13912,         948,         20,     12719,           0,         33,        214840,             189,            176
 657,          1955,             322,              4,     13955,         952,         26,     12735,           0,         42,        215496,             189,            174
 658,          1959,             323,              3,     13945,         945,         20,     12756,           0,         34,        216153,             190,            176
 659,          1961,             323,              3,     13943,         942,         21,     12773,           0,         33,        216811,             190,            176
 660,          1969,             326,              3,     13960,         938,         20,     12800,           0,         33,        217470,             191,            178
 661,          1973,             327,              3,     13911,         928,         20,     12822,           0,         33,        218130,             192,            176
 662,          1975,             327,              6,     13965,         935,         56,     12838,           0,         43,        218791,             192,            203
 663,          1977,             327,              6,     13967,         930,         32,     12860,           0,         68,        219453,             192,            253
 664,          1979,             327,              7,     14017,         937,         37,     12884,           0,        104,        220116,             192,            249
 665,          1981,             327,              7,     14051,         941,         40,     12905,           0,         60,        220780,             192,            316
 666,          1983,             327,              9,     14076,         943,         38,     12923,           0,         63,        221445,             192,            388
 667,          1985,             327,              9,     14197,         958,         43,     12950,           0,         68,        222111,             192,            276
 668,          1989,             328,             10,     14264,         969,         39,     12962,           0,         53,        222778,             193,            219
 669,          1991,             328,              5,     14206,         960,         32,     12991,           0,         52,        223446,             193,            249
 670,          1993,             328,              6,     14222,         960,         33,     13013,           0,         56,        224115,             193,            251
 671,          1995,             328,              5,     14248,         963,         33,     13026,           0,         54,        224785,             193,            325
 672,          1999,             329,              7,     14263,         959,         37,     13061,           0,         60,        225456,             194,            298
 673,          2007,             332,              6,     14298,         960,         36,     13081,           0,         61,        226128,             195,            294
 674,          2009,             332,              6,     14347,         965,         34,     13092,           0,         58,        226801,             195,            272
 675,          2011,             332,              6,     14259,         948,         34,     13111,           0,         55,        227475,             195,            266
 676,          2013,             332,              6,     14297,         955,         35,     13141,           0,         75,        228150,             195,            338
 677,          2015,             332,              7,     14370,         965,         40,     13165,           0,         81,        228826,             195,            349
 678,          2017,             332,              7,     14398,         968,         36,     13184,           0,         65,        229503,             195,            292
 679,          2019,             332,              7,     14434,         971,         35,     13204,           0,         60,        230181,             195,            307
 680,          2023,             333,              7,     14440,         970,         38,     13215,           0,         63,        230860,             196,            326
 681,          2025,             333,              7,     14445,         967,         37,     13234,           0,         63,        231540,             196,            344
 682,          2027,             333,              6,     14534,         978,         37,     13259,           0,         57,        232221,             196,            290
 683,          2029,             333,              7,     14532,         977,         39,     13286,           0,         70,        232903,             196,            336
 684,          2031,             333,              6,     14552,         981,         36,     13300,           0,         62,        233586,             196,            309
 685,          2033,             333,              6,     14601,         984,         37,     13318,           0,         62,        234270,             196,            315
 686,          2037,             334,              6,     14616,         988,         36,     13348,           0,         62,        234955,             197,            328
 687,          2043,             336,              7,     14616,         987,         39,     13384,           0,         66,        235641,             197,            350
 688,          2047,             337,              7,     14618,         985,         38,     13395,           0,         63,        236328,             198,            380
 689,          2051,             338,              7,     14747,         993,         39,     13414,           0,         66,        237016,             199,            345
 690,          2053,             338,              7,     14776,         994,         40,     13440,           0,         66,        237705,             199,            296
 691,          2055,             338,              7,     14708,         989,         37,     13461,           0,         40,        238395,             199,            192
 692,          2057,             338,              4,     14741,         992,         22,     13475,           0,         36,        239086,             199,            193
 693,          2061,             339,              4,     14775,         994,         22,     13503,           0,         35,        239778,             200,            194
 694,          2063,             339,              4,     14857,        1007,         21,     13535,           0,         35,        240471,             200,            202
 695,          2071,             342,              4,     14817,         987,         24,     13562,           0,         70,        241165,             201,            451
 696,          2073,             342,              7,     14808,         984,         68,     13570,           0,         70,        241860,             201,            241
 697,          2075,             342,              8,     14822,         986,         34,     13581,           0,         47,        242556,             201,            383
 698,          2077,             342,              8,     14899,        1001,         27,     13613,           0,         47,        243253,             201,            206
 699,          2081,             343,              5,     14865,         991,         27,     13636,           0,         40,        243951,             202,            211
 700,          2087,             345,              5,     14872,         990,         25,     13676,           0,         52,        244650,             202,            217
 701,          2089,             345,              5,     14966,         999,         32,     13697,           0,        152,        245350,             202,            284
 702,          2099,             349,              9,     14992,         999,         39,     13705,           0,         82,        246051,             204,            245
 703,          2101,             349,              7,     15004,        1001,         27,     13733,           0,         39,        246753,             204,            207
 704,          2103,             349,              4,     15022,        1001,         23,     13761,           0,         37,        247456,             204,            207
 705,          2105,             349,              4,     14969,         993,         24,     13780,           0,         36,        248160,             204,            246
 706,          2111,             351,              4,     15072,        1010,         24,     13793,           0,         38,        248865,             206,            212
 707,          2113,             351,              4,     15133,        1013,         24,     13821,           0,         38,        249571,             206,            218
 708,          2117,             352,              4,     15126,        1007,         29,     13843,           0,         80,        250278,             207,            296
 709,          2119,             352,              7,     15167,        1008,         38,     13854,           0,         59,        250986,             207,            218
 710,          2121,             352,              5,     15215,        1019,         25,     13877,           0,         43,        251695,             207,            213
 711,          2123,             352,              4,     15119,         999,         23,     13902,           0,         36,        252405,             207,            204
 712,          2125,             352,              4,     15124,         998,         22,     13927,           0,         36,        253116,             207,            204
 713,          2127,             352,              4,     15234,        1017,         22,     13949,           0,         36,        253828,             207,            208
 714,          2131,             353,              4,     15283,        1026,         21,     13973,           0,         49,        254541,             208,            199
 715,          2137,             355,              4,     15252,        1018,         21,     13987,           0,         35,        255255,             208,            201
 716,          2139,             355,              4,     15210,        1011,         20,     14002,           0,         36,        255970,             208,            204
 717,          2141,             355,              4,     15323,        1023,         21,     14027,           0,         49,        256686,             208,            213
 718,          2143,             355,              4,     15316,        1013,         22,     14056,           0,         37,        257403,             208,            214
 719,          2145,             355,              4,     15329,        1014,         23,     14078,           0,         37,        258121,             208,            219
 720,          2147,             355,              4,     15401,        1025,         22,     14104,           0,         37,        258840,             208,            217
 721,          2149,             355,              4,     15495,        1039,         21,     14129,           0,         35,        259560,             208,            203
 722,          2151,             355,              3,     15516,        1038,         20,     14141,           0,         35,        260281,             208,            215
 723,          2155,             356,              3,     15432,        1021,         22,     14158,           0,         36,        261003,             209,            223
 724,          2157,             356,              3,     15524,        1034,         21,     14195,           0,         37,        261726,             209,            211
 725,          2159,             356,              4,     15522,        1032,         22,     14216,           0,         37,        262450,             209,            215
 726,          2161,             356,              4,     15512,        1037,         21,     14229,           0,         36,        263175,             209,            213
 727,          2163,             356,              4,     15559,        1036,         22,     14258,           0,         36,        263901,             209,            212
 728,          2165,             356,              4,     15637,        1047,         22,     14266,           0,         36,        264628,             209,            218
 729,          2167,             356,              4,     15579,        1033,         22,     14287,           0,         36,        265356,             209,            226
 730,          2169,             356,              3,     15598,        1036,         21,     14313,           0,         36,        266085,             209,            208
 731,          2171,             356,              3,     15727,        1052,         22,     14338,           0,         35,        266815,             209,            209
 732,          2173,             356,              3,     15705,        1048,         26,     14359,           0,         36,        267546,             209,            224
 733,          2175,             356,              3,     15668,        1040,         22,     14382,           0,         37,        268278,             209,            216
 734,          2179,             357,              3,     15700,        1040,         21,     14402,           0,         37,        269011,             210,            216
 735,          2181,             357,              4,     15842,        1057,         23,     14421,           0,         45,        269745,             210,            233
 736,          2183,             357,              4,     15891,        1062,         23,     14453,           0,         38,        270480,             210,            217
 737,          2185,             357,              4,     15763,        1047,         22,     14473,           0,         37,        271216,             210,            218
 738,          2189,             358,             39,     15773,        1042,         62,     14498,           0,         64,        271953,             211,            298
 739,          2195,             360,              7,     15833,        1048,         38,     14520,           0,         61,        272691,             211,            267
 740,          2205,             364,              7,     15855,        1048,         42,     14556,           0,         79,        273430,             213,            318
 741,          2207,             364,             15,     15905,        1064,         41,     14569,           0,         67,        274170,             213,            303
 742,          2209,             364,              6,     15870,        1049,         36,     14589,           0,         66,        274911,             213,            270
 743,          2211,             364,              8,     15954,        1059,         40,     14612,           0,         81,        275653,             213,            293
 744,          2213,             364,              9,     15978,        1068,         42,     14632,           0,         72,        276396,             213,            295
 745,          2219,             366,              7,     16010,        1070,         42,     14659,           0,         72,        277140,             215,            331
 746,          2227,             369,             10,     16064,        1071,         42,     14685,           0,         86,        277885,             216,            335
 747,          2233,             371,              6,     16055,        1064,         40,     14697,           0,         71,        278631,             216,            296
 748,          2235,             371,              6,     16113,        1072,         34,     14716,           0,         58,        279378,             216,            290
 749,          2237,             371,              6,     16140,        1056,         35,     14745,           0,         62,        280126,             216,            300
 750,          2239,             371,              6,     16164,        1066,         36,     14761,           0,         78,        280875,             216,            300
 751,          2243,             372,              7,     16177,        1065,         39,     14786,           0,         48,        281625,             217,            336
 752,          2245,             372,              5,     16132,        1057,         35,     14826,           0,         43,        282376,             217,            258
 753,          2247,             372,              5,     16173,        1060,         26,     14841,           0,         40,        283128,             217,            253
 754,          2251,             373,              5,     16236,        1071,         25,     14865,           0,         40,        283881,             218,            234
 755,          2255,             374,              4,     16303,        1081,         25,     14891,           0,         39,        284635,             219,            234
 756,          2261,             376,              4,     16278,        1073,         24,     14908,           0,         44,        285390,             219,            256
 757,          2263,             376,              4,     16302,        1071,         26,     14930,           0,         39,        286146,             219,            230
 758,          2265,             376,              4,     16366,        1077,         23,     14952,           0,         39,        286903,             219,            233
 759,          2267,             376,              4,     16440,        1094,         25,     14968,           0,         38,        287661,             219,            249
 760,          2271,             377,              5,     16481,        1098,         24,     15014,           0,         41,        288420,             220,            246
 761,          2273,             377,              5,     16456,        1100,         25,     15038,           0,         40,        289180,             220,            252
 762,          2281,             380,              5,     16433,        1088,         25,     15049,           0,         51,        289941,             221,            251
 763,          2285,             381,              4,     16596,        1110,         24,     15075,           0,         39,        290703,             222,            234
 764,          2287,             381,              4,     16489,        1089,         23,     15098,           0,         39,        291466,             222,            237
 765,          2289,             381,              4,     16473,        1088,         24,     15118,           0,         53,        292230,             222,            250
 766,          2291,             381,              4,     16513,        1092,         23,     15148,           0,         40,        292995,             222,            249
 767,          2293,             381,              4,     16605,        1103,         29,     15168,           0,         40,        293761,             222,            263
 768,          2299,             383,              4,     16622,        1104,         24,     15191,           0,         42,        294528,             224,            243
 769,          2303,             384,              4,     16506,        1083,         24,     15209,           0,         39,        295296,             225,            247
 770,          2305,             384,              4,     16575,        1092,         24,     15228,           0,         41,        296065,             225,            249
 771,          2307,             384,              4,     16633,        1095,         25,     15246,           0,         40,        296835,             225,            246
 772,          2309,             384,              4,     16626,        1090,         23,     15257,           0,         40,        297606,             225,            257
 773,          2313,             385,              4,     16681,        1095,         25,     15279,           0,         40,        298378,             226,            247
 774,          2319,             387,              4,     16708,        1102,         24,     15318,           0,         54,        299151,             226,            406
 775,          2321,             387,              9,     16730,        1104,         44,     15323,           0,         71,        299925,             226,            420
 776,          2323,             387,             11,     16702,        1093,         61,     15348,           0,         84,        300700,             226,            278
 777,          2325,             387,              6,     16791,        1100,         38,     15367,           0,         71,        301476,             226,            297
 778,          2327,             387,              7,     16886,        1115,         33,     15396,           0,         59,        302253,             226,            283
 779,          2329,             387,             49,     16889,        1112,         49,     15408,           0,        104,        303031,             226,            309
 780,          2331,             387,              7,     16875,        1106,         32,     15423,           0,         48,        303810,             226,            256
 781,          2333,             387,              9,     16871,        1113,         39,     15447,           0,         66,        304590,             226,            399
 782,          2335,             387,              7,     16945,        1120,         40,     15472,           0,         59,        305371,             226,            323
 783,          2337,             387,              7,     16898,        1110,         38,     15493,           0,         65,        306153,             226,            332
 784,          2339,             387,              7,     16944,        1108,         39,     15516,           0,         65,        306936,             226,            312
 785,          2341,             387,              7,     16984,        1120,         42,     15534,           0,         78,        307720,             226,            255
 786,          2343,             387,              5,     17080,        1139,         27,     15547,           0,         43,        308505,             226,            287
 787,          2345,             387,              7,     16996,        1116,         36,     15576,           0,         51,        309291,             226,            286
 788,          2347,             387,              6,     16992,        1106,         27,     15607,           0,         45,        310078,             226,            263
 789,          2351,             388,              5,     17033,        1107,         26,     15622,           0,         44,        310866,             227,            266
 790,          2353,             388,              5,     17064,        1108,         24,     15638,           0,         45,        311655,             227,            270
 791,          2357,             389,              5,     17087,        1121,         26,     15668,           0,         42,        312445,             228,            252
 792,          2359,             389,              4,     17092,        1120,         24,     15675,           0,         44,        313236,             228,            252
 793,          2361,             389,              4,     17185,        1133,         25,     15699,           0,         42,        314028,             228,            261
 794,          2363,             389,              4,     17172,        1128,         25,     15722,           0,         43,        314821,             228,            266
 795,          2365,             389,              4,     17122,        1114,         26,     15747,           0,         42,        315615,             228,            260
 796,          2367,             389,              4,     17186,        1120,         24,     15761,           0,         52,        316410,             228,            260
 797,          2369,             389,              4,     17189,        1116,         25,     15789,           0,         42,        317206,             228,            263
 798,          2371,             389,              4,     17222,        1121,         24,     15812,           0,         41,        318003,             228,            261
 799,          2373,             389,              4,     17448,        1156,         27,     15826,           0,         42,        318801,             228,            261
 800,          2377,             390,              5,     17467,        1158,         25,     15862,           0,         42,        319600,             229,            275
 801,          2379,             390,              4,     17399,        1144,         24,     15881,           0,         39,        320400,             229,            249
 802,          2381,             390,              4,     17389,        1144,         23,     15895,           0,         42,        321201,             229,            253
 803,          2383,             390,              4,     17419,        1155,         24,     15913,           0,         40,        322003,             229,            251
 804,          2385,             390,              4,     17482,        1157,         26,     15933,           0,         41,        322806,             229,            251
 805,          2387,             390,              5,     17466,        1152,         24,     15947,           0,         42,        323610,             229,            252
 806,          2389,             390,              4,     17516,        1161,         24,     15975,           0,         43,        324415,             229,            268
 807,          2391,             390,              4,     17572,        1160,         27,     16009,           0,         56,        325221,             229,            291
 808,          2393,             390,              6,     17617,        1169,         30,     16018,           0,         67,        326028,             229,            378
 809,          2395,             390,              8,     17511,        1139,         48,     16036,           0,         66,        326836,             229,            307
 810,          2397,             390,             24,     17580,        1150,         45,     16060,           0,         99,        327645,             229,            317
 811,          2401,             391,             11,     17615,        1156,         40,     16087,           0,        112,        328455,             230,            326
 812,          2405,             392,              8,     17639,        1157,         51,     16108,           0,        111,        329266,             231,            373
 813,          2407,             392,              8,     17643,        1156,         48,     16128,           0,        135,        330078,             231,            389
 814,          2409,             392,              9,     17710,        1168,         60,     16158,           0,        104,        330891,             231,            383
 815,          2413,             393,              8,     17781,        1172,         42,     16180,           0,         94,        331705,             232,            429
 816,          2417,             394,              8,     17817,        1175,         41,     16196,           0,         99,        332520,             233,            444
 817,          2421,             395,              8,     17735,        1155,         44,     16217,           0,         97,        333336,             234,            424
 818,          2431,             399,              8,     17702,        1146,         43,     16246,           0,         93,        334153,             232,            440
 819,          2433,             399,              8,     17824,        1165,         45,     16260,           0,         98,        334971,             232,            461
 820,          2435,             399,              8,     17878,        1173,         44,     16272,           0,        100,        335790,             232,            422
 821,          2437,             399,              7,     17934,        1173,         43,     16299,           0,        105,        336610,             232,            316
 822,          2439,             399,              5,     17971,        1178,         32,     16328,           0,         75,        337431,             232,            255
 823,          2441,             399,              5,     18085,        1203,         26,     16345,           0,         73,        338253,             232,           1758
 824,          2443,             399,             31,     18088,        1192,         26,     16364,           0,         60,        339076,             232,            250
 825,          2445,             399,              4,     17963,        1176,         25,     16391,           0,         70,        339900,             232,            265
 826,          2447,             399,              5,     18020,        1181,         26,     16409,           0,         57,        340725,             232,            258
 827,          2451,             400,              5,     18051,        1188,         26,     16433,           0,         57,        341551,             233,            270
 828,          2457,             402,              4,     18066,        1187,         23,     16469,           0,         55,        342378,             233,            253
 829,          2461,             403,              4,     18072,        1185,         24,     16485,           0,         66,        343206,             234,            253
 830,          2463,             403,              4,     18113,        1191,         23,     16511,           0,         56,        344035,             234,            256
 831,          2465,             403,              4,     18141,        1185,         24,     16537,           0,         75,        344865,             234,            309
 832,          2467,             403,              5,     18171,        1187,         28,     16549,           0,         67,        345696,             234,            319
 833,          2469,             403,              5,     18096,        1167,         30,     16569,           0,         71,        346528,             234,            316
 834,          2471,             403,              5,     18110,        1176,         25,     16584,           0,         59,        347361,             234,            285
 835,          2473,             403,             19,     18154,        1175,         62,     16612,           0,        178,        348195,             234,            532
 836,          2481,             406,              8,     18166,        1176,         39,     16622,           0,         72,        349030,             237,            322
 837,          2483,             406,              8,     18261,        1197,         43,     16641,           0,        104,        349866,             237,            299
 838,          2485,             406,              7,     18286,        1196,         29,     16673,           0,         72,        350703,             237,            295
 839,          2487,             406,              7,     18331,        1196,         33,     16696,           0,         95,        351541,             237,            463
 840,          2489,             406,             12,     18322,        1187,         53,     16704,           0,        145,        352380,             237,            412
 841,          2491,             406,              6,     18418,        1211,         32,     16721,           0,         71,        353220,             237,            304
 842,          2493,             406,              6,     18456,        1213,         30,     16755,           0,         66,        354061,             237,            302
 843,          2495,             406,              5,     18378,        1197,         33,     16779,           0,         66,        354903,             237,            303
 844,          2497,             406,              6,     18453,        1207,         28,     16797,           0,         67,        355746,             237,            303
 845,          2499,             406,              5,     18454,        1199,         28,     16819,           0,         71,        356590,             237,            352
 846,          2501,             406,              7,     18461,        1198,         40,     16849,           0,         93,        357435,             237,            363
 847,          2503,             406,              6,     18587,        1217,         46,     16871,           0,         75,        358281,             237,            312
 848,          2505,             406,              6,     18594,        1214,         28,     16885,           0,         65,        359128,             237,            306
 849,          2507,             406,              5,     18536,        1207,         29,     16906,           0,         65,        359976,             237,            314
 850,          2511,             407,              5,     18526,        1202,         27,     16933,           0,         63,        360825,             238,            288
 851,          2513,             407,              5,     18588,        1207,         27,     16958,           0,         83,        361675,             238,            303
 852,          2515,             407,              5,     18598,        1204,         28,     16978,           0,         69,        362526,             238,            301
 853,          2519,             408,              5,     18557,        1192,         29,     17001,           0,         63,        363378,             239,            298
 854,          2521,             408,              5,     18601,        1199,         27,     17024,           0,         64,        364231,             239,            299
 855,          2523,             408,              5,     18710,        1220,         29,     17048,           0,         64,        365085,             239,            300
 856,          2525,             408,              5,     18778,        1229,         27,     17058,           0,         68,        365940,             239,            301
 857,          2529,             409,              5,     18699,        1213,         28,     17084,           0,         64,        366796,             240,            308
 858,          2533,             410,              5,     18787,        1227,         28,     17105,           0,         65,        367653,             241,            303
 859,          2537,             411,              5,     18749,        1207,         28,     17135,           0,         64,        368511,             242,            305
 860,          2541,             412,              5,     18789,        1209,         27,     17152,           0,         65,        369370,             243,            305
 861,          2543,             412,              5,     18890,        1236,         28,     17173,           0,         75,        370230,             243,            323
 862,          2545,             412,              5,     18861,        1225,         28,     17199,           0,         65,        371091,             243,            305
 863,          2547,             412,              5,     18873,        1221,         29,     17218,           0,         66,        371953,             243,            316
 864,          2549,             412,              5,     18962,        1234,         30,     17253,           0,         66,        372816,             243,            305
 865,          2553,             413,              5,     18913,        1223,         28,     17274,           0,         70,        373680,             244,            472
 866,          2557,             414,              7,     18985,        1232,         66,     17294,           0,         78,        374545,             245,            338
 867,          2565,             417,             12,     19034,        1245,         44,     17313,           0,        114,        375411,             244,            416
 868,          2567,             417,              7,     19059,        1246,         44,     17331,           0,        116,        376278,             244,            387
 869,          2569,             417,              9,     19097,        1250,         48,     17347,           0,        121,        377146,             244,            434
 870,          2571,             417,              8,     19055,        1234,         47,     17378,           0,        121,        378015,             244,            431
 871,          2573,             417,              9,     19085,        1237,         47,     17391,           0,        105,        378885,             244,            573
 872,          2577,             418,             10,     19108,        1238,         54,     17423,           0,        157,        379756,             245,            467
 873,          2579,             418,              8,     19103,        1229,         47,     17443,           0,         97,        380628,             245,            431
 874,          2581,             418,              8,     19093,        1233,         43,     17474,           0,         94,        381501,             245,            391
 875,          2583,             418,              7,     19198,        1247,         35,     17495,           0,         74,        382375,             245,            331
 876,          2585,             418,              7,     19224,        1246,         32,     17520,           0,         70,        383250,             245,            337
 877,          2589,             419,              6,     19220,        1245,         30,     17540,           0,         74,        384126,             246,            320
 878,          2593,             420,              6,     19241,        1245,         29,     17565,           0,         67,        385003,             247,            328
 879,          2595,             420,              5,     19204,        1242,         28,     17583,           0,         63,        385881,             247,            309
 880,          2597,             420,              5,     19265,        1250,         27,     17606,           0,         65,        386760,             247,            309
 881,          2601,             421,              5,     19388,        1264,         29,     17629,           0,         70,        387640,             248,            319
 882,          2603,             421,              5,     19358,        1254,         29,     17654,           0,         85,        388521,             248,            336
 883,          2605,             421,              5,     19497,        1273,         29,     17677,           0,         71,        389403,             248,            313
 884,          2607,             421,              7,     19475,        1266,         27,     17690,           0,         67,        390286,             248,            312
 885,          2611,             422,              5,     19546,        1269,         28,     17713,           0,         67,        391170,             249,            321
 886,          2613,             422,              5,     19527,        1267,         28,     17739,           0,        104,        392055,             249,            333
 887,          2615,             422,              5,     19432,        1262,         30,     17761,           0,         75,        392941,             249,            321
 888,          2617,             422,              5,     19443,        1261,         27,     17785,           0,         75,        393828,             249,            322
 889,          2619,             422,              5,     19467,        1253,         29,     17809,           0,         63,        394716,             249,            298
 890,          2621,             422,              5,     19472,        1253,         25,     17837,           0,         65,        395605,             249,            299
 891,          2623,             422,              5,     19547,        1259,         27,     17852,           0,         71,        396495,             249,            317
 892,          2625,             422,              5,     19521,        1253,         27,     17873,           0,         76,        397386,             249,            316
