   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time
 347,         58944,           29128,             44,     11343,         938,         26,      7341,           0,         36,         60031,             340,             67
 348,         59194,           29252,             41,     11272,         935,         26,      7375,           0,         37,         60378,             344,             67
 349,         59668,           29488,             41,     10615,         958,         26,      7393,           0,         36,         60726,             341,             67
 350,         60330,           29818,             42,     10837,         952,         27,      7413,           0,         36,         61075,             341,             67
 351,         60396,           29850,             46,     11068,         965,         27,      7456,           0,         39,         61425,             343,             68
 352,         61008,           30155,             42,     10923,         945,         26,      7449,           0,         38,         61776,             345,             68
 353,         61326,           30313,             55,     10930,         979,         25,      7477,           0,         35,         62128,             344,             67
 354,         62002,           30650,             42,     10823,         983,         25,      7514,           0,         40,         62481,             347,             67
 355,         62474,           30885,             42,     11328,         969,         26,      7533,           0,         36,         62835,             348,             67
 356,         62942,           31118,             42,     11289,         988,         26,      7539,           0,         36,         63190,             349,             68
 357,         62996,           31144,             42,     11847,         954,         27,      7563,           0,         38,         63546,             349,             68
 358,         63166,           31228,             42,     11980,         942,         26,      7601,           0,         36,         63903,             354,             76
 359,         63810,           31549,             43,     10714,        1012,         27,      7636,           0,         36,         64261,             352,             68
 360,         63954,           31620,             43,     10678,        1017,         26,      7650,           0,         52,         64620,             353,             70
 361,         64408,           31846,             44,     11165,        1006,         28,      7678,           0,         39,         64980,             354,             71
 362,         64988,           32135,             45,     11059,         981,         27,      7699,           0,         45,         65341,             356,             71
 363,         65412,           32346,             45,     11829,         990,         29,      7704,           0,         37,         65703,             357,             71
 364,         66060,           32669,             45,     11546,         983,         26,      7790,           0,         38,         66066,             358,             72
 365,         66134,           32705,             45,     11357,         986,         27,      7801,           0,         37,         66430,             358,             73
 366,         66652,           32963,             73,     11759,        1009,         35,      7808,           0,         40,         66795,             362,             73
 367,         67036,           33154,             46,     11116,         997,         28,      7837,           0,         39,         67161,             363,             73
 368,         67062,           33166,             49,     11194,         996,         27,      7838,           0,         41,         67528,             365,             74
 369,         67438,           33353,             47,     11870,        1001,         28,      7856,           0,         39,         67896,             360,             77
 370,         67830,           33548,             47,     11886,        1002,         29,      7878,           0,         41,         68265,             363,             74
 371,         67998,           33631,             47,     11353,        1031,         28,      7897,           0,         56,         68635,             365,             72
 372,         68414,           33838,             46,     12159,        1020,         27,      7920,           0,         39,         69006,             364,             73
 373,         68936,           34098,             46,     12058,        1004,         34,      7962,           0,         45,         69378,             367,             73
 374,         69048,           34153,             46,     12642,        1024,         28,      7988,           0,         39,         69751,             369,             73
 375,         69066,           34161,             46,     11641,        1029,         27,      7992,           0,         38,         70125,             371,             74
 376,         69182,           34218,             46,     11725,        1034,         27,      8043,           0,         39,         70500,             370,             80
 377,         69610,           34431,             61,     11776,        1031,         28,      8066,           0,         39,         70876,             373,             74
 378,         70128,           34689,             62,     11988,        1019,         30,      8100,           0,         46,         71253,             367,             79
 379,         70518,           34883,             50,     11994,        1033,         29,      8119,           0,         42,         71631,             369,             83
 380,         71138,           35192,             51,     11899,        1054,         30,      8112,           0,         40,         72010,             374,             86
 381,         71880,           35562,             51,     12254,        1052,         30,      8115,           0,         38,         72390,             373,             74
 382,         72082,           35662,             47,     12223,        1048,         29,      8179,           0,         46,         72771,             376,             76
 383,         72846,           36043,             47,     11925,        1045,         32,      8205,           0,         41,         73153,             371,             75
 384,         73496,           36367,             48,     11479,        1031,         27,      8215,           0,         39,         73536,             379,            101
 385,         73948,           36592,             52,     12382,        1028,         30,      8240,           0,         41,         73920,             378,             83
 386,         74360,           36797,             53,     11837,        1061,         29,      8286,           0,         44,         74305,             381,             84
 387,         74624,           36928,             53,     12155,        1058,         29,      8315,           0,         40,         74691,             382,             84
 388,         74862,           37046,             53,     12302,        1083,         29,      8303,           0,         43,         75078,             382,             84
 389,         75018,           37123,             53,     13015,        1049,         30,      8326,           0,         42,         75466,             379,             89
 390,         75680,           37453,             53,     12137,        1077,         30,      8359,           0,         42,         75855,             385,             85
 391,         75972,           37598,             54,     12408,        1082,         43,      8388,           0,         45,         76245,             387,             81
 392,         76368,           37795,             51,     12086,        1098,         27,      8428,           0,         44,         76636,             386,             81
 393,         77002,           38111,             59,     12394,        1116,         29,      8449,           0,         45,         77028,             385,             81
 394,         77638,           38428,             52,     12497,        1098,         29,      8500,           0,         49,         77421,             391,             82
 395,         78310,           38763,             52,     12275,        1072,         27,      8499,           0,         46,         77815,             392,             81
 396,         78522,           38868,             52,     12624,        1093,         29,      8513,           0,         48,         78210,             390,             82
 397,         79128,           39170,             53,     12531,        1091,         28,      8556,           0,         40,         78606,             392,             84
 398,         79914,           39562,             53,     12534,        1099,         30,      8549,           0,         45,         79003,             397,             88
 399,         80508,           39858,             57,     13006,        1109,         31,      8571,           0,         44,         79401,             393,             93
 400,         81030,           40118,             57,     13320,        1100,         30,      8641,           0,         44,         79800,             394,             89
 401,         81272,           40238,             58,     13256,        1102,         31,      8664,           0,         62,         80200,             391,             84
 402,         81438,           40320,             55,     13066,        1085,         28,      8646,           0,         44,         80601,             398,             84
 403,         81906,           40553,             59,     13449,        1127,         30,      8675,           0,         41,         81003,             399,             85
 404,         82713,           40956,             55,     12876,        1125,         29,      8724,           0,         42,         81406,             396,             84
 405,         82729,           40963,             55,     12615,        1106,         29,      8756,           0,         41,         81810,             397,             84
 406,         82867,           41031,             55,     12746,        1122,         28,      8772,           0,         49,         82215,             402,            100
 407,         83023,           41108,             55,     12779,        1133,         29,      8783,           0,         42,         82621,             400,             85
 408,         83661,           41426,             56,     12819,        1131,         43,      8820,           0,         46,         83028,             406,             89
 409,         84267,           41728,             58,     13000,        1157,         29,      8839,           0,         43,         83436,             405,             99
 410,         84955,           42071,             62,     13748,        1098,         29,      8845,           0,         44,         83845,             402,             89
 411,         85747,           42466,             59,     13442,        1115,         31,      8884,           0,         53,         84255,             401,             90
 412,         86131,           42657,             59,     13384,        1138,         31,      8909,           0,         44,         84666,             400,             91
 413,         86349,           42765,             59,     13007,        1123,         31,      8953,           0,         45,         85078,             404,             91
 414,         86403,           42791,             59,     13505,        1150,         31,      8939,           0,         46,         85491,             408,            106
 415,         86967,           43072,             58,     13801,        1137,         29,      8964,           0,         46,         85905,             411,             90
 416,         87093,           43134,             58,     13709,        1139,         35,      9001,           0,         45,         86320,             413,             90
 417,         87301,           43237,             58,     13350,        1155,         29,      9028,           0,         44,         86736,             410,             90
 418,         87749,           43460,             58,     14267,        1111,         29,      9047,           0,         46,         87153,             411,             89
 419,         87963,           43566,             58,     13750,        1151,         30,      9085,           0,         56,         87571,             412,             96
 420,         88203,           43685,             58,     13390,        1147,         30,      9122,           0,         48,         87990,             411,             91
 421,         88491,           43828,             59,     13333,        1179,         32,      9144,           0,         45,         88410,             412,             93
 422,         88891,           44027,             61,     12738,        1180,         30,      9164,           0,         47,         88831,             418,             99
 423,         89149,           44155,             61,     14312,        1177,         33,      9177,           0,         44,         89253,             416,             95
 424,         89927,           44543,             61,     13709,        1186,         31,      9205,           0,         44,         89676,             414,             92
 425,         90441,           44799,             60,     13198,        1187,         31,      9233,           0,         48,         90100,             418,            151
 426,         90845,           45000,             90,     13197,        1179,         50,      9251,           0,         86,         90525,             419,            157
 427,         90969,           45061,             86,     14132,        1183,         54,      9278,           0,         72,         90951,             420,            158
 428,         91067,           45109,             88,     14130,        1179,         47,      9264,           0,         71,         91378,             422,            159
 429,         91403,           45276,             89,     13933,        1169,         46,      9293,           0,         68,         91806,             423,            129
 430,         91431,           45289,             88,     13915,        1192,         48,      9310,           0,         68,         92235,             424,            161
 431,         91515,           45330,             88,     14028,        1200,         50,      9348,           0,         73,         92665,             425,            152
 432,         91621,           45382,             89,     14792,        1212,         49,      9398,           0,         71,         93096,             425,            181
 433,         92269,           45705,             93,     14323,        1190,         51,      9427,           0,         80,         93528,             425,            169
 434,         92659,           45899,             93,     14088,        1197,         51,      9445,           0,         76,         93961,             427,            163
 435,         92771,           45954,             96,     14125,        1231,         51,      9471,           0,         68,         94395,             426,            167
 436,         93071,           46103,             90,     13987,        1212,         49,      9502,           0,         78,         94830,             427,            163
 437,         93433,           46283,             93,     14326,        1201,         45,      9518,           0,         48,         95266,             428,             95
 438,         93659,           46395,             61,     14069,        1208,         31,      9535,           0,         45,         95703,             432,             95
 439,         93905,           46517,             77,     14402,        1228,         35,      9569,           0,         49,         96141,             432,            104
 440,         93973,           46550,             66,     14335,        1212,         34,      9601,           0,         53,         96580,             431,            104
 441,         94457,           46791,             67,     14784,        1170,         34,      9626,           0,         53,         97020,             434,            104
 442,         94565,           46844,             67,     14825,        1214,         46,      9619,           0,         45,         97461,             435,             96
 443,         94593,           46857,             61,     14071,        1227,         31,      9650,           0,         44,         97903,             436,             97
 444,         94967,           47043,             61,     13991,        1237,         31,      9680,           0,         44,         98346,             438,             97
 445,         95819,           47468,             62,     13905,        1249,         32,      9699,           0,         59,         98790,             438,            107
 446,         96601,           47858,             68,     15048,        1221,         36,      9728,           0,         49,         99235,             437,            109
 447,         97457,           48285,             68,     15429,        1255,         35,      9764,           0,         48,         99681,             440,            109
 448,         98165,           48638,             69,     14939,        1272,         35,      9802,           0,         52,        100128,             444,            103
 449,         98819,           48964,             65,     14315,        1250,         33,      9826,           0,         47,        100576,             445,            110
 450,         99563,           49335,             67,     14696,        1276,         33,      9842,           0,         47,        101025,             440,            103
 451,        100463,           49784,             67,     14173,        1274,         34,      9875,           0,         61,        101475,             441,            107
 452,        100481,           49792,             68,     14665,        1238,         33,      9904,           0,         51,        101926,             441,            112
 453,        100729,           49915,             69,     14699,        1261,         32,      9928,           0,         49,        102378,             448,            107
 454,        101083,           50091,             69,     14787,        1270,         33,      9944,           0,         48,        102831,             445,            105
 455,        101415,           50256,             67,     15406,        1274,         33,      9985,           0,         54,        103285,             448,            108
 456,        102117,           50606,             68,     14852,        1276,         34,     10014,           0,         56,        103740,             446,            105
 457,        102757,           50925,             68,     14873,        1290,         34,     10033,           0,         49,        104196,             446,            123
 458,        102981,           51036,             70,     14388,        1326,         35,     10049,           0,         50,        104653,             451,            113
 459,        103865,           51477,             71,     15479,        1269,         35,     10071,           0,         48,        105111,             453,            109
 460,        104427,           51757,             71,     15214,        1285,         34,     10104,           0,         50,        105570,             453,            107
 461,        104629,           51857,             69,     14442,        1265,         34,     10129,           0,         47,        106030,             455,            124
 462,        104679,           51881,             82,     14448,        1286,         34,     10126,           0,         48,        106491,             457,            108
 463,        105604,           52343,             71,     14935,        1310,         34,     10163,           0,         51,        106953,             460,            109
 464,        106312,           52696,             77,     15036,        1302,         40,     10178,           0,         78,        107416,             461,            123
 465,        106390,           52734,             71,     15065,        1318,         35,     10200,           0,         48,        107880,             461,            109
 466,        106442,           52759,             71,     15297,        1294,         33,     10234,           0,         48,        108345,             460,            110
 467,        106460,           52767,             70,     15451,        1315,         35,     10256,           0,         54,        108811,             462,            110
 468,        106882,           52977,             71,     14754,        1317,         34,     10271,           0,         48,        109278,             463,            110
 469,        106976,           53023,             71,     15043,        1311,         47,     10296,           0,         48,        109746,             461,            113
 470,        107500,           53284,             73,     15399,        1311,         35,     10342,           0,         54,        110215,             465,            114
 471,        108344,           53705,             74,     16727,        1278,         35,     10364,           0,         54,        110685,             462,            115
 472,        108406,           53735,             74,     16092,        1308,         35,     10401,           0,         56,        111156,             464,            115
 473,        109118,           54090,             74,     15486,        1330,         36,     10423,           0,         52,        111628,             461,            116
 474,        109740,           54400,             75,     15403,        1337,         36,     10400,           0,         51,        112101,             470,            127
 475,        110232,           54645,             73,     16020,        1321,         35,     10457,           0,         49,        112575,             468,            117
 476,        110924,           54990,             73,     15870,        1313,         35,     10481,           0,         50,        113050,             471,            113
 477,        111866,           55460,             74,     15625,        1322,         33,     10508,           0,         52,        113526,             469,            128
 478,        111876,           55464,             76,     15371,        1338,         35,     10549,           0,         52,        114003,             469,            124
 479,        112450,           55750,             77,     16007,        1358,         37,     10585,           0,         51,        114481,             474,            119
 480,        112772,           55910,             77,     15832,        1349,         37,     10576,           0,         56,        114960,             476,            116
 481,        113670,           56358,             75,     15262,        1353,         35,     10602,           0,         50,        115440,             475,            123
 482,        114242,           56643,             75,     15421,        1333,         35,     10640,           0,         50,        115921,             475,            117
 483,        114398,           56720,             76,     15942,        1330,         35,     10667,           0,         50,        116403,             478,            117
 484,        114446,           56743,             75,     16105,        1368,         36,     10669,           0,         52,        116886,             475,            120
 485,        114796,           56917,             76,     16014,        1357,         35,     10701,           0,         51,        117370,             475,            118
 486,        115040,           57038,             76,     16283,        1340,         34,     10735,           0,         64,        117855,             479,            150
 487,        115208,           57121,             79,     16881,        1342,         38,     10777,           0,         57,        118341,             483,            122
 488,        115220,           57126,             78,     16440,        1356,         37,     10784,           0,         55,        118828,             484,            122
 489,        115654,           57342,             79,     17459,        1347,         36,     10817,           0,         58,        119316,             483,            121
 490,        115822,           57425,             77,     16361,        1359,         41,     10829,           0,         63,        119805,             485,            148
 491,        116568,           57797,            250,     16680,        1365,         63,     10873,           0,        103,        120295,             484,            296
 492,        117530,           58277,            138,     15668,        1390,         62,     10869,           0,         86,        120786,             486,            208
 493,        118020,           58521,            119,     15972,        1359,         60,     10893,           0,         84,        121278,             479,            207
 494,        118102,           58561,            110,     16239,        1359,         56,     10933,           0,         84,        121771,             485,            195
 495,        118474,           58746,            114,     15580,        1391,         58,     10959,           0,         98,        122265,             485,            233
 496,        119162,           59089,            132,     15822,        1425,         63,     10968,           0,         90,        122760,             490,            228
 497,        119682,           59348,            136,     16461,        1384,         41,     10998,           0,         54,        123256,             490,            166
 498,        120084,           59548,            102,     15963,        1382,         61,     11022,           0,        197,        123753,             488,            205
 499,        120562,           59786,            156,     16171,        1409,         54,     11051,           0,         71,        124251,             488,            162
 500,        120888,           59948,             97,     16965,        1400,         63,     11079,           0,         68,        124750,             494,            142
 501,        121290,           60148,             90,     16747,        1422,         40,     11114,           0,         57,        125250,             496,            129
 502,        122274,           60639,             83,     16946,        1407,         38,     11104,           0,         55,        125751,             496,            140
 503,        122364,           60683,             81,     16103,        1408,         37,     11130,           0,         53,        126253,             498,            127
 504,        122970,           60985,             81,     16152,        1424,         37,     11191,           0,         57,        126756,             500,            125
 505,        123172,           61085,             81,     15921,        1400,         37,     11218,           0,         52,        127260,             500,            171
 506,        123890,           61443,            118,     16618,        1446,         57,     11250,           0,         69,        127765,             501,            191
 507,        124596,           61795,            115,     16932,        1407,         70,     11257,           0,         67,        128271,             501,            163
 508,        125376,           62184,            102,     17366,        1421,         49,     11262,           0,         54,        128778,             500,            142
 509,        126052,           62521,            112,     16609,        1435,         51,     11290,           0,         62,        129286,             503,            174
 510,        126536,           62762,            119,     16336,        1457,         57,     11317,           0,         63,        129795,             504,            171
 511,        126588,           62787,            120,     17064,        1452,         50,     11334,           0,         62,        130305,             505,            183
 512,        127294,           63139,            110,     17222,        1474,         56,     11348,           0,         61,        130816,             504,            164
 513,        128238,           63610,            111,     17606,        1436,         49,     11375,           0,         73,        131328,             506,            193
 514,        128272,           63626,            117,     17203,        1455,         52,     11404,           0,         90,        131841,             508,            170
 515,        128828,           63903,            192,     18957,        1461,         53,     11442,           0,         81,        132355,             504,            176
 516,        129736,           64356,            108,     19648,        1422,         56,     11467,           0,         90,        132870,             505,            196
 517,        130578,           64776,            118,     16846,        1496,         52,     11495,           0,         77,        133386,             509,            181
 518,        131056,           65014,            108,     16745,        1490,         53,     11522,           0,         71,        133903,             511,            201
 519,        131272,           65121,            119,     17497,        1460,         57,     11534,           0,         88,        134421,             512,            190
 520,        132040,           65504,            113,     17495,        1463,         53,     11556,           0,         73,        134940,             517,            188
 521,        133034,           66000,            111,     18810,        1467,         57,     11586,           0,         67,        135460,             515,            181
 522,        133302,           66133,            144,     17947,        1448,         68,     11610,           0,         93,        135981,             517,            236
 523,        134136,           66549,            127,     19034,        1418,         66,     11645,           0,         80,        136503,             517,            213
 524,        134306,           66633,            169,     17292,        1498,         62,     11673,           0,         76,        137026,             517,            222
 525,        134442,           66700,            134,     17772,        1504,         66,     11713,           0,         78,        137550,             520,            219
 526,        135030,           66993,            135,     19227,        1504,         65,     11728,           0,         76,        138075,             519,            237
 527,        135992,           67473,            129,     17797,        1509,         64,     11756,           0,         76,        138601,             519,            245
 528,        136452,           67702,            131,     16902,        1494,         74,     11782,           0,         78,        139128,             519,            256
 529,        136914,           67932,            139,     17983,        1484,         62,     11813,           0,         85,        139656,             523,            210
 530,        137280,           68114,            131,     17246,        1562,         62,     11849,           0,         79,        140185,             523,            240
 531,        138284,           68615,            135,     18221,        1495,         65,     11859,           0,         77,        140715,             525,            231
 532,        139010,           68977,            130,     17641,        1518,         62,     11888,           0,         74,        141246,             526,            226
 533,        139844,           69393,            143,     16957,        1532,         64,     11911,           0,         78,        141778,             526,            211
 534,        140166,           69553,            137,     17367,        1528,         64,     11936,           0,         79,        142311,             527,            250
 535,        141188,           70063,            127,     18865,        1506,         65,     11964,           0,         76,        142845,             532,            225
 536,        141408,           70172,            129,     18145,        1522,         62,     11970,           0,         77,        143380,             530,            189
 537,        141422,           70178,            118,     18197,        1545,         60,     11983,           0,        114,        143916,             532,            219
 538,        141734,           70333,            125,     18429,        1543,         62,     12012,           0,         73,        144453,             530,            231
 539,        142628,           70779,            143,     19275,        1505,         64,     12045,           0,         78,        144991,             530,            254
 540,        143108,           71018,            145,     17923,        1541,         65,     12088,           0,         79,        145530,             535,            246
 541,        143386,           71156,             87,     18704,        1535,         39,     12124,           0,         47,        146070,             537,            132
 542,        144150,           71537,             87,     18017,        1564,         38,     12143,           0,         45,        146611,             538,            133
 543,        145108,           72015,             88,     19267,        1531,         36,     12160,           0,         62,        147153,             533,            148
 544,        145326,           72123,            100,     19055,        1543,         42,     12217,           0,         49,        147696,             539,            149
 545,        146038,           72478,            132,     18294,        1542,         68,     12244,           0,         81,        148240,             537,            263
 546,        146760,           72838,            142,     18158,        1582,         64,     12235,           0,         72,        148785,             541,            249
 547,        146790,           72852,            141,     18574,        1539,         66,     12264,           0,         79,        149331,             541,            260
 548,        146804,           72858,            142,     18537,        1545,         63,     12312,           0,         77,        149878,             541,            242
 549,        147652,           73281,            146,     18093,        1562,         64,     12329,           0,         76,        150426,             541,            185
 550,        148042,           73475,            127,     20523,        1546,         62,     12353,           0,         88,        150975,             541,            229
 551,        148588,           73747,            135,     18346,        1567,         62,     12381,           0,         75,        151525,             544,            256
 552,        148748,           73826,            155,     17763,        1580,         59,     12387,           0,         88,        152076,             544,            254
 553,        149134,           74018,            139,     18353,        1570,         63,     12408,           0,         78,        152628,             545,            234
 554,        149834,           74367,            140,     17991,        1592,         65,     12431,           0,         78,        153181,             549,            246
 555,        150798,           74848,            141,     19361,        1555,         63,     12465,           0,         74,        153735,             547,            259
 556,        151158,           75027,            139,     19765,        1587,         64,     12504,           0,         76,        154290,             548,            279
 557,        152244,           75569,            151,     18830,        1600,         66,     12515,           0,         77,        154846,             547,            273
 558,        152264,           75578,            151,     18825,        1585,         65,     12510,           0,         92,        155403,             548,            252
 559,        153368,           76129,             95,     19443,        1625,         43,     12557,           0,         50,        155961,             556,            145
 560,        153732,           76310,             95,     19427,        1599,         40,     12588,           0,         53,        156520,             553,            166
 561,        154140,           76513,            101,     18796,        1607,         45,     12613,           0,         50,        157080,             549,            156
 562,        154408,           76646,            102,     18417,        1612,         42,     12638,           0,         50,        157641,             554,            155
 563,        154966,           76924,            115,     18974,        1600,         42,     12691,           0,         49,        158203,             555,            153
 564,        155798,           77339,            105,     19510,        1594,         57,     12679,           0,         49,        158766,             559,            153
 565,        156864,           77871,            100,     18566,        1625,         41,     12710,           0,         48,        159330,             561,            152
 566,        156936,           77906,            100,     18382,        1661,         44,     12743,           0,         49,        159895,             562,            153
 567,        157390,           78132,            101,     19792,        1612,         40,     12768,           0,         58,        160461,             560,            152
 568,        157476,           78174,            105,     18889,        1655,         45,     12802,           0,         53,        161028,             564,            157
 569,        158502,           78686,            104,     20538,        1617,         45,     12832,           0,         50,        161596,             563,            160
 570,        158972,           78920,            105,     20399,        1628,         44,     12839,           0,         51,        162165,             561,            161
 571,        159842,           79354,            105,     18989,        1641,         41,     12865,           0,         51,        162735,             561,            160
 572,        160888,           79876,            106,     19596,        1618,         42,     12928,           0,         52,        163306,             568,            161
 573,        161604,           80233,            109,     20736,        1598,         43,     12942,           0,         51,        163878,             566,            160
 574,        162648,           80754,            107,     20292,        1602,         44,     12977,           0,         52,        164451,             563,            161
 575,        163564,           81211,            105,     20926,        1616,         43,     12976,           0,         51,        165025,             567,            158
 576,        164312,           81584,            105,     20944,        1626,         43,     12991,           0,         50,        165600,             571,            158
 577,        165346,           82100,            120,     18727,        1686,         44,     13021,           0,         51,        166176,             570,            239
 578,        166334,           82593,            128,     18791,        1693,         54,     13051,           0,         65,        166753,             572,            162
 579,        166382,           82616,            109,     20652,        1652,         44,     13077,           0,         52,        167331,             573,            166
 580,        167092,           82970,            110,     20901,        1645,         43,     13104,           0,         52,        167910,             575,            164
 581,        167608,           83227,            110,     19405,        1664,         44,     13122,           0,         53,        168490,             571,            165
 582,        168728,           83786,            113,     19579,        1647,         43,     13170,           0,         61,        169071,             577,            165
 583,        169302,           84072,            111,     20667,        1665,         44,     13183,           0,         52,        169653,             577,            178
 584,        169326,           84083,            109,     19825,        1675,         42,     13227,           0,         63,        170236,             576,            161
 585,        169664,           84251,            109,     21237,        1622,         42,     13246,           0,         51,        170820,             573,            161
 586,        170772,           84804,            109,     20174,        1687,         43,     13278,           0,         51,        171405,             578,            166
 587,        171132,           84983,            109,     19628,        1698,         44,     13297,           0,         52,        171991,             579,            163
 588,        171744,           85288,            109,     20356,        1711,         43,     13329,           0,         52,        172578,             582,            180
 589,        171934,           85382,            115,     20957,        1662,         44,     13348,           0,         56,        173166,             583,            171
 590,        173096,           85962,            116,     21379,        1658,         44,     13385,           0,         54,        173755,             584,            172
 591,        173784,           86305,            115,     19968,        1694,         45,     13411,           0,         58,        174345,             586,            173
 592,        174874,           86849,            115,     19994,        1688,         45,     13417,           0,         54,        174936,             583,            173
 593,        176046,           87434,            128,     20080,        1712,         44,     13447,           0,         52,        175528,             586,            168
 594,        177220,           88020,            113,     20111,        1690,         43,     13446,           0,         52,        176121,             590,            166
 595,        177702,           88260,            114,     19890,        1740,         45,     13484,           0,         52,        176715,             590,            167
 596,        178190,           88503,            116,     20405,        1725,         45,     13518,           0,         60,        177310,             587,            166
 597,        179090,           88952,            115,     20180,        1704,         43,     13545,           0,         53,        177906,             590,            188
 598,        179218,           89015,            119,     20211,        1701,         45,     13582,           0,         55,        178503,             591,            173
 599,        180298,           89554,            119,     19596,        1747,         47,     13595,           0,         56,        179101,             592,            175
 600,        180676,           89742,            127,     20732,        1764,         44,     13620,           0,         55,        179700,             594,            176
 601,        180912,           89859,            127,     20109,        1749,         44,     13650,           0,         53,        180300,             594,            167
 602,        182014,           90409,            113,     20116,        1758,         43,     13690,           0,         53,        180901,             597,            169
 603,        182344,           90573,            117,     20604,        1758,         44,     13712,           0,         56,        181503,             596,            167
 604,        183070,           90935,            114,     20048,        1737,         43,     13711,           0,         52,        182106,             601,            190
 605,        183256,           91027,            122,     20357,        1732,         45,     13721,           0,         55,        182710,             599,            177
 606,        183974,           91385,            121,     21333,        1692,         45,     13768,           0,         56,        183315,             599,            187
 607,        184144,           91469,            117,     21039,        1776,         43,     13817,           0,         53,        183921,             600,            170
 608,        184724,           91758,            115,     20674,        1740,         43,     13836,           0,         53,        184528,             604,            184
 609,        185696,           92243,            122,     20589,        1764,         47,     13869,           0,         58,        185136,             598,            180
 610,        186264,           92526,            123,     20275,        1763,         46,     13897,           0,         64,        185745,             596,            182
 611,        187050,           92918,            150,     21862,        1757,         46,     13910,           0,         54,        186355,             608,            177
 612,        187978,           93381,            120,     20493,        1794,         46,     13947,           0,         55,        186966,             603,            177
 613,        189074,           93928,            121,     21855,        1725,         60,     13990,           0,         55,        187578,             607,            186
 614,        189614,           94197,            125,     21024,        1815,         47,     14008,           0,         55,        188191,             607,            182
 615,        190160,           94469,            125,     20582,        1779,         50,     14034,           0,         55,        188805,             605,            177
 616,        190926,           94851,            121,     21193,        1783,         46,     14041,           0,         55,        189420,             609,            177
 617,        192048,           95411,            122,     20803,        1774,         46,     14059,           0,         59,        190036,             611,            180
 618,        192870,           95821,            123,     21346,        1771,         46,     14082,           0,         55,        190653,             609,            181
 619,        193276,           96023,            123,     20927,        1768,         60,     14139,           0,         55,        191271,             613,            193
 620,        193298,           96033,            127,     20945,        1780,         47,     14126,           0,         57,        191890,             613,            186
 621,        193942,           96354,            127,     21655,        1812,         61,     14168,           0,         55,        192510,             617,            185
 622,        194134,           96449,            125,     21569,        1810,         46,     14179,           0,         55,        193131,             617,            182
 623,        195028,           96895,            124,     21757,        1776,         45,     14225,           0,         68,        193753,             618,            232
 624,        195398,           97079,            166,     21217,        1781,         49,     14286,           0,         67,        194376,             618,            187
 625,        196300,           97529,            128,     21228,        1822,         48,     14309,           0,         56,        195000,             618,            191
 626,        197368,           98062,            129,     22871,        1778,         47,     14319,           0,         57,        195625,             622,            189
 627,        197522,           98138,            130,     21247,        1858,         48,     14344,           0,         69,        196251,             620,            185
 628,        197708,           98230,            126,     21034,        1846,         46,     14353,           0,         55,        196878,             622,            184
 629,        198358,           98554,            126,     23868,        1764,         47,     14381,           0,         54,        197506,             622,            186
 630,        199168,           98958,            163,     22422,        1770,         69,     14410,           0,         82,        198135,             621,            272
 631,        199922,           99334,            127,     21838,        1822,         60,     14446,           0,         60,        198765,             627,            184
 632,        200226,           99485,            124,     21696,        1841,         44,     14467,           0,         54,        199396,             625,            181
 633,        200868,           99805,            124,     22663,        1786,         46,     14487,           0,         67,        200028,             631,            193
 634,        201840,          100290,            128,     23745,        1797,         47,     14499,           0,         55,        200661,             625,            187
 635,        202228,          100483,            130,     21135,        1843,         47,     14522,           0,         56,        201295,             625,            191
 636,        203308,          101022,            132,     22548,        1841,         47,     14556,           0,         56,        201930,             629,            188
 637,        203536,          101135,            129,     21609,        1862,         47,     14593,           0,         56,        202566,             628,            206
 638,        204138,          101435,            137,     21066,        1848,         48,     14597,           0,         58,        203203,             630,            195
 639,        205094,          101912,            134,     22506,        1864,         50,     14654,           0,         57,        203841,             631,            196
 640,        205266,          101997,            139,     22718,        1873,         49,     14656,           0,         58,        204480,             634,            198
 641,        205752,          102239,            137,     23465,        1830,         51,     14682,           0,         58,        205120,             636,            211
 642,        206554,          102639,            151,     26624,        1836,         56,     14732,           0,         57,        205761,             635,            192
 643,        207270,          102996,            131,     21688,        1847,         48,     14775,           0,         57,        206403,             632,            206
 644,        207314,          103017,            153,     21184,        1864,         47,     14767,           0,         61,        207046,             633,            187
 645,        207446,          103082,            128,     22895,        1868,         47,     14794,           0,         54,        207690,             640,            204
 646,        208314,          103515,            136,     22356,        1884,         48,     14835,           0,         57,        208335,             636,            194
 647,        209516,          104115,            133,     24265,        1848,         49,     14856,           0,         57,        208981,             639,            196
 648,        210046,          104379,            137,     24228,        1850,         48,     14897,           0,         57,        209628,             641,            196
 649,        210682,          104696,            135,     22389,        1898,         48,     14923,           0,         57,        210276,             645,            203
 650,        210696,          104702,            141,     23042,        1885,         48,     14974,           0,         58,        210925,             647,            199
 651,        211486,          105096,            135,     22290,        1933,         48,     14959,           0,         68,        211575,             643,            198
 652,        212086,          105395,            154,     22876,        1922,         49,     14970,           0,         59,        212226,             646,            198
 653,        212990,          105846,            136,     22163,        1902,         48,     14994,           0,         58,        212878,             645,            200
 654,        213136,          105918,            142,     22166,        1923,         50,     15014,           0,         58,        213531,             651,            200
 655,        213472,          106085,            136,     21888,        1948,         49,     15065,           0,         58,        214185,             652,            203
