   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time
 656,        214666,          106681,            142,     22864,        1888,         49,     15106,           0,         58,        214840,             643,            202
 657,        215518,          107106,            137,     22441,        1925,         49,     15137,           0,         57,        215496,             648,            200
 658,        216032,          107362,            140,     22395,        1903,         49,     15170,           0,         59,        216153,             648,            200
 659,        216440,          107565,            137,     22938,        1898,         48,     15180,           0,         58,        216811,             649,            202
 660,        216914,          107801,            140,     23867,        1882,         49,     15174,           0,         59,        217470,             648,            202
 661,        217120,          107903,            138,     24346,        1900,         49,     15193,           0,         59,        218130,             650,            202
 662,        217542,          108113,            144,     23632,        1956,         52,     15222,           0,         60,        218791,             655,            202
 663,        218446,          108564,            141,     24840,        1912,         54,     15279,           0,         74,        219453,             657,            231
 664,        218522,          108601,            143,     25844,        1893,         52,     15254,           0,         73,        220116,             658,            211
 665,        218728,          108703,            144,     22754,        1959,         62,     15284,           0,         59,        220780,             657,            206
 666,        219686,          109181,            136,     23479,        1936,         48,     15293,           0,         58,        221445,             654,            200
 667,        219904,          109289,            136,     24324,        1961,         62,     15331,           0,         55,        222111,             660,            193
 668,        220266,          109469,            129,     24049,        1931,         47,     15416,           0,         55,        222778,             661,            189
 669,        221470,          110070,            130,     23504,        1971,         46,     15437,           0,         70,        223446,             662,            206
 670,        221744,          110206,            137,     23308,        1947,         48,     15449,           0,         63,        224115,             662,            205
 671,        222494,          110580,            140,     23753,        1965,         66,     15485,           0,         62,        224785,             661,            223
 672,        223240,          110952,            147,     24087,        1954,         51,     15514,           0,         63,        225456,             663,            216
 673,        223482,          111072,            159,     22548,        2008,         50,     15535,           0,         67,        226128,             666,            250
 674,        223552,          111106,            142,     22712,        1982,         49,     15561,           0,         61,        226801,             668,            209
 675,        223554,          111106,            162,     23389,        1970,         50,     15582,           0,         59,        227475,             668,            205
 676,        224260,          111458,            138,     22578,        2002,         49,     15604,           0,         59,        228150,             665,            224
 677,        224596,          111625,            158,     24051,        1962,         55,     15634,           0,         67,        228826,             670,            232
 678,        224750,          111701,            156,     23300,        1970,         54,     15647,           0,         68,        229503,             672,            240
 679,        225596,          112123,            143,     24023,        1977,         51,     15706,           0,         61,        230181,             672,            218
 680,        226848,          112748,            144,     24335,        2019,         52,     15703,           0,         62,        230860,             670,            219
 681,        227932,          113289,            145,     23250,        2024,         52,     15712,           0,         61,        231540,             679,            215
 682,        228150,          113397,            145,     23318,        2010,         51,     15748,           0,         76,        232221,             676,            261
 683,        229284,          113963,            149,     24079,        1987,         54,     15782,           0,         70,        232903,             678,            222
 684,        229530,          114085,            151,     23188,        2014,         58,     15816,           0,         64,        233586,             679,            222
 685,        229912,          114275,            150,     24042,        1997,         53,     15865,           0,         64,        234270,             677,            223
 686,        230196,          114416,            159,     24113,        2011,         49,     15896,           0,         59,        234955,             678,            210
 687,        231030,          114832,            143,     25335,        1958,         50,     15863,           0,         60,        235641,             678,            229
 688,        231742,          115187,            151,     25798,        1963,         54,     15901,           0,         64,        236328,             681,            223
 689,        231776,          115203,            151,     25184,        2009,         54,     15926,           0,         63,        237016,             681,            231
 690,        231932,          115280,            143,     25601,        2002,         51,     15963,           0,         60,        237705,             682,            213
 691,        233068,          115847,            143,     24728,        1989,         50,     16005,           0,         72,        238395,             688,            214
 692,        233260,          115942,            140,     24729,        1974,         48,     16038,           0,         58,        239086,             687,            210
 693,        234468,          116545,            140,     25381,        2014,         63,     16044,           0,         61,        239778,             684,            218
 694,        235298,          116959,            145,     25474,        1993,         50,     16061,           0,         60,        240471,             688,            216
 695,        235352,          116985,            145,     23473,        2031,         51,     16098,           0,         63,        241165,             692,            216
 696,        235464,          117040,            145,     23465,        2031,         51,     16110,           0,         60,        241860,             691,            217
 697,        236402,          117508,            146,     23688,        2036,         49,     16146,           0,         61,        242556,             691,            213
 698,        236664,          117638,            142,     23685,        2063,         50,     16181,           0,         58,        243253,             687,            213
 699,        237218,          117914,            155,     24208,        2043,         47,     16234,           0,         58,        243951,             692,            213
 700,        237422,          118015,            139,     24825,        2048,         48,     16226,           0,         59,        244650,             693,            208
 701,        237484,          118045,            138,     26640,        2010,         48,     16240,           0,         71,        245350,             693,            216
 702,        238210,          118407,            139,     26372,        2005,         51,     16299,           0,         67,        246051,             692,            209
 703,        238544,          118573,            160,     25596,        2042,         52,     16346,           0,         63,        246753,             695,            229
 704,        238996,          118798,            152,     24666,        2061,         53,     16326,           0,         63,        247456,             698,            229
 705,        240104,          119351,            156,     25182,        2046,         54,     16354,           0,         62,        248160,             701,            232
 706,        241108,          119852,            153,     24372,        2085,         53,     16386,           0,         63,        248865,             699,            232
 707,        242500,          120547,            154,     26093,        2094,         54,     16390,           0,         63,        249571,             700,            228
 708,        243740,          121166,            154,     26861,        2043,         53,     16457,           0,         66,        250278,             701,            230
 709,        243990,          121290,            142,     24381,        2104,         48,     16487,           0,         58,        250986,             706,            213
 710,        244162,          121375,            158,     25231,        2080,         59,     16483,           0,         62,        251695,             703,            225
 711,        244180,          121383,            150,     24829,        2106,         51,     16520,           0,         63,        252405,             705,            225
 712,        244230,          121407,            160,     25699,        2082,         51,     16525,           0,         62,        253116,             707,            226
 713,        244280,          121431,            151,     26491,        2077,         54,     16540,           0,         63,        253828,             707,            241
 714,        245284,          121932,            154,     26187,        2063,         53,     16582,           0,         77,        254541,             708,            221
 715,        246580,          122579,            148,     24650,        2082,         50,     16605,           0,         61,        255255,             706,            252
 716,        247378,          122977,            161,     24264,        2133,         55,     16624,           0,         66,        255970,             708,            244
 717,        248664,          123619,            166,     25009,        2106,         54,     16673,           0,         70,        256686,             708,            257
 718,        248888,          123730,            163,     24653,        2116,         55,     16701,           0,         65,        257403,             712,            242
 719,        249232,          123901,            181,     24768,        2074,         69,     16723,           0,         67,        258121,             711,            237
 720,        250376,          124472,            158,     25107,        2083,         53,     16727,           0,         69,        258840,             711,            252
 721,        251448,          125007,            155,     24927,        2135,         51,     16753,           0,         62,        259560,             710,            231
 722,        251624,          125094,            155,     26020,        2113,         52,     16790,           0,         62,        260281,             718,            235
 723,        252554,          125558,            155,     25776,        2110,         52,     16834,           0,         62,        261003,             718,            233
 724,        253066,          125813,            156,     25968,        2085,         52,     16850,           0,         63,        261726,             716,            235
 725,        254164,          126361,            156,     25133,        2146,         52,     16864,           0,         62,        262450,             715,            234
 726,        255228,          126892,            157,     25701,        2155,         68,     16888,           0,         79,        263175,             717,            247
 727,        255294,          126924,            166,     25457,        2136,         55,     16915,           0,         67,        263901,             717,            249
 728,        256612,          127582,            182,     26003,        2101,         53,     16992,           0,         65,        264628,             725,            243
 729,        257370,          127960,            163,     26297,        2113,         54,     17029,           0,         66,        265356,             721,            259
 730,        258458,          128503,            155,     25307,        2150,         53,     17034,           0,         62,        266085,             719,            229
 731,        258916,          128731,            155,     25429,        2197,         52,     17054,           0,         62,        266815,             725,            251
 732,        260008,          129276,            160,     25529,        2150,         53,     17085,           0,         66,        267546,             729,            239
 733,        260542,          129542,            160,     25155,        2179,         55,     17109,           0,         67,        268278,             725,            238
 734,        260912,          129726,            160,     25684,        2146,         53,     17119,           0,         64,        269011,             727,            239
 735,        261756,          130147,            163,     26038,        2188,         54,     17174,           0,         63,        269745,             727,            239
 736,        263122,          130829,            162,     26545,        2132,         55,     17146,           0,         68,        270480,             729,            289
 737,        263974,          131254,            171,     27412,        2171,         54,     17169,           0,         63,        271216,             729,            234
 738,        264822,          131677,            159,     25851,        2206,         53,     17176,           0,         73,        271953,             733,            238
 739,        265448,          131989,            160,     26002,        2223,         54,     17220,           0,         66,        272691,             731,            237
 740,        266736,          132632,            194,     26148,        2193,         63,     17250,           0,         72,        273430,             735,            266
 741,        267688,          133107,            180,     26158,        2185,         60,     17298,           0,         72,        274170,             734,            277
 742,        267956,          133240,            170,     26247,        2178,         56,     17322,           0,         67,        274911,             740,            251
 743,        268554,          133538,            171,     26834,        2168,         90,     17306,           0,         95,        275653,             736,            258
 744,        269976,          134248,            176,     26351,        2250,         60,     17356,           0,         73,        276396,             737,            280
 745,        270920,          134719,            172,     26998,        2161,         56,     17382,           0,         67,        277140,             740,            254
 746,        272048,          135282,            173,     27384,        2174,         55,     17433,           0,         86,        277885,             739,            261
 747,        272518,          135516,            178,     26807,        2202,         58,     17474,           0,         69,        278631,             741,            266
 748,        273682,          136097,            195,     27139,        2172,         58,     17447,           0,         70,        279378,             742,            262
 749,        274244,          136377,            178,     27640,        2197,         59,     17465,           0,         70,        280126,             744,            271
 750,        274960,          136734,            169,     27119,        2202,         56,     17498,           0,         75,        280875,             741,            250
 751,        275962,          137234,            170,     26738,        2208,         65,     17540,           0,         73,        281625,             744,            282
 752,        276442,          137473,            190,     26318,        2247,         64,     17576,           0,         74,        282376,             745,            312
 753,        276938,          137720,            180,     27184,        2268,         60,     17608,           0,         69,        283128,             747,            265
 754,        277274,          137887,            180,     27888,        2240,         77,     17651,           0,         72,        283881,             745,            275
 755,        278192,          138345,            187,     25709,        2257,         60,     17664,           0,         73,        284635,             750,            294
 756,        278240,          138368,            181,     26057,        2232,         60,     17711,           0,         74,        285390,             749,            270
 757,        279184,          138839,            181,     26932,        2240,         60,     17745,           0,         72,        286146,             749,            268
 758,        280032,          139262,            182,     27097,        2226,         59,     17743,           0,         71,        286903,             754,            281
 759,        280118,          139304,            184,     28243,        2205,         59,     17771,           0,         73,        287661,             752,            273
 760,        281232,          139860,            185,     28547,        2205,         69,     17795,           0,         70,        288420,             750,            268
 761,        281360,          139923,            178,     27273,        2225,         56,     17804,           0,         69,        289180,             753,            268
 762,        281446,          139965,            178,     27747,        2210,         57,     17812,           0,         77,        289941,             755,            267
 763,        282850,          140666,            180,     26925,        2257,         59,     17825,           0,         89,        290703,             758,            282
 764,        282952,          140716,            191,     27388,        2249,         61,     17882,           0,         73,        291466,             754,            285
 765,        283466,          140972,            197,     28190,        2233,         59,     17923,           0,         69,        292230,             760,            267
 766,        284816,          141646,            180,     28647,        2284,         59,     17937,           0,         88,        292995,             758,            274
 767,        285930,          142202,            187,     27300,        2246,         58,     17960,           0,         71,        293761,             762,            276
 768,        286552,          142512,            212,     27260,        2248,         60,     17988,           0,         72,        294528,             760,            277
 769,        286764,          142617,            191,     27239,        2313,         61,     18015,           0,         93,        295296,             765,            287
 770,        287890,          143179,            195,     27373,        2284,         63,     18050,           0,         74,        296065,             763,            307
 771,        289344,          143905,            188,     26383,        2310,         60,     18066,           0,         72,        296835,             765,            279
 772,        289594,          144029,            189,     26367,        2299,         60,     18127,           0,         76,        297606,             765,            280
 773,        290090,          144276,            190,     26963,        2294,         60,     18169,           0,         73,        298378,             768,            281
 774,        291468,          144964,            195,     26767,        2324,         63,     18172,           0,         75,        299151,             769,            288
 775,        292774,          145616,            196,     27301,        2272,         62,     18209,           0,         94,        299925,             767,            273
 776,        293578,          146017,            186,     27424,        2278,         59,     18240,           0,         71,        300700,             768,            273
 777,        293770,          146112,            209,     28812,        2249,         63,     18257,           0,         76,        301476,             768,            289
 778,        294978,          146715,            197,     27056,        2288,         62,     18218,           0,         77,        302253,             773,            281
 779,        294994,          146722,            192,     28740,        2269,         60,     18260,           0,         76,        303031,             774,            286
 780,        296114,          147281,            202,     27785,        2314,         58,     18304,           0,         71,        303810,             770,            274
 781,        297134,          147790,            187,     27575,        2286,         59,     18315,           0,         73,        304590,             776,            285
 782,        298146,          148295,            193,     26690,        2348,         61,     18361,           0,         73,        305371,             776,            284
 783,        298614,          148528,            227,     28275,        2332,         59,     18379,           0,         72,        306153,             777,            276
 784,        298872,          148656,            189,     28063,        2329,         58,     18428,           0,         72,        306936,             777,            279
 785,        299498,          148968,            191,     28338,        2349,         60,     18463,           0,         80,        307720,             778,            282
 786,        299852,          149144,            218,     28262,        2326,         64,     18466,           0,         77,        308505,             781,            299
 787,        300408,          149421,            204,     28378,        2307,         62,     18508,           0,         90,        309291,             777,            290
 788,        301568,          150000,            196,     29999,        2274,         61,     18539,           0,         77,        310078,             782,            379
 789,        302400,          150415,            251,     27839,        2313,         88,     18577,           0,        112,        310866,             779,            410
 790,        303662,          151045,            242,     28005,        2320,         82,     18586,           0,        105,        311655,             784,            390
 791,        304558,          151492,            283,     28196,        2316,         81,     18594,           0,        103,        312445,             785,            407
 792,        305560,          151992,            252,     28115,        2343,         83,     18641,           0,         71,        313236,             784,            269
 793,        305668,          152045,            186,     28129,        2365,         73,     18668,           0,         72,        314028,             787,            276
 794,        306660,          152540,            189,     28574,        2354,         59,     18694,           0,         71,        314821,             789,            308
 795,        307396,          152907,            206,     34000,        2264,         66,     18731,           0,         77,        315615,             786,            302
 796,        307998,          153207,            217,     29491,        2343,         60,     18730,           0,         81,        316410,             789,            278
 797,        308946,          153680,            189,     30797,        2304,         60,     18737,           0,         72,        317206,             792,            305
 798,        310050,          154231,            201,     29110,        2321,         60,     18785,           0,         75,        318003,             790,            295
 799,        310292,          154351,            214,     27918,        2387,         61,     18830,           0,         73,        318801,             794,            287
 800,        311076,          154742,            196,     28027,        2408,         61,     18875,           0,         74,        319600,             790,            289
 801,        312278,          155342,            198,     28520,        2395,         61,     18906,           0,         73,        320400,             796,            291
 802,        313164,          155784,            218,     27805,        2373,         65,     18938,           0,         81,        321201,             791,            308
 803,        313402,          155902,            209,     29787,        2328,         67,     18951,           0,        109,        322003,             795,            282
 804,        314646,          156523,            193,     28780,        2378,         60,     18913,           0,         73,        322806,             794,            300
 805,        315538,          156968,            198,     28231,        2396,         61,     18945,           0,         74,        323610,             797,            294
 806,        316714,          157555,            202,     28357,        2388,         61,     18979,           0,         75,        324415,             798,            294
 807,        316904,          157649,            202,     31494,        2371,         62,     19017,           0,         94,        325221,             800,            315
 808,        317626,          158009,            213,     31439,        2401,         67,     19086,           0,         96,        326028,             804,            313
 809,        318184,          158287,            220,     29477,        2403,         62,     19100,           0,         89,        326836,             802,            287
 810,        318634,          158511,            196,     29575,        2392,         63,     19121,           0,        105,        327645,             806,            287
 811,        318832,          158609,            197,     28898,        2415,         60,     19170,           0,         91,        328455,             805,            309
 812,        319658,          159021,            214,     29995,        2381,         65,     19159,           0,         95,        329266,             806,            315
 813,        321283,          159833,            231,     28724,        2443,         60,     19193,           0,         94,        330078,             807,            290
 814,        321769,          160075,            197,     28540,        2430,         60,     19202,           0,         91,        330891,             805,            291
 815,        323015,          160697,            198,     28509,        2428,         59,     19237,           0,         88,        331705,             809,            294
 816,        323841,          161109,            216,     29399,        2433,         60,     19282,           0,         91,        332520,             809,            300
 817,        325431,          161903,            206,     31822,        2332,         65,     19313,           0,        118,        333336,             811,            292
 818,        326569,          162471,            200,     28441,        2441,         59,     19337,           0,         98,        334153,             812,            333
 819,        327637,          163004,            214,     29107,        2416,         64,     19355,           0,         95,        334971,             811,            313
 820,        329245,          163807,            224,     29626,        2415,         61,     19372,           0,         92,        335790,             814,            304
 821,        329595,          163981,            208,     29434,        2453,         65,     19389,           0,         92,        336610,             814,            306
 822,        330581,          164473,            208,     31808,        2414,         63,     19432,           0,         93,        337431,             816,            317
 823,        331327,          164845,            205,     28973,        2492,         63,     19430,           0,         90,        338253,             814,            297
 824,        331781,          165071,            228,     29330,        2450,         62,     19488,           0,         96,        339076,             817,            305
 825,        332911,          165635,            209,     29456,        2455,         61,     19503,           0,         93,        339900,             818,            306
 826,        333697,          166027,            210,     29360,        2438,         64,     19567,           0,         92,        340725,             819,            309
 827,        334405,          166380,            211,     32182,        2410,         63,     19581,           0,         93,        341551,             818,            309
 828,        335243,          166798,            212,     31818,        2399,         63,     19575,           0,        103,        342378,             818,            301
 829,        336783,          167567,            207,     29613,        2488,         61,     19623,           0,         97,        343206,             825,            302
 830,        337053,          167701,            206,     28777,        2498,         63,     19624,           0,         89,        344035,             823,            302
 831,        337489,          167918,            237,     29383,        2501,         61,     19628,           0,         88,        344865,             821,            294
 832,        337903,          168124,            201,     29676,        2480,         60,     19676,           0,         95,        345696,             826,            294
 833,        338405,          168374,            201,     30676,        2477,         60,     19703,           0,         87,        346528,             826,            297
 834,        339559,          168950,            202,     29278,        2471,         59,     19723,           0,        108,        347361,             823,            296
 835,        341057,          169698,            203,     29809,        2508,         60,     19745,           0,        130,        348195,             829,            318
 836,        342503,          170420,            218,     29437,        2532,         65,     19786,           0,        121,        349030,             830,            319
 837,        342577,          170456,            216,     29006,        2511,         65,     19817,           0,        119,        349866,             832,            331
 838,        343375,          170854,            216,     30891,        2512,         65,     19855,           0,         95,        350703,             830,            315
 839,        344617,          171474,            219,     30767,        2493,         64,     19861,           0,         93,        351541,             833,            319
 840,        344853,          171591,            218,     29870,        2528,         64,     19908,           0,        113,        352380,             835,            316
 841,        346311,          172319,            206,     30681,        2522,         62,     19945,           0,         89,        353220,             831,            303
 842,        347413,          172869,            228,     30541,        2496,         62,     19978,           0,         93,        354061,             833,            310
 843,        348177,          173250,            214,     29314,        2575,         77,     20006,           0,         90,        354903,             836,            303
 844,        348235,          173278,            210,     29463,        2580,         63,     20031,           0,         90,        355746,             835,            338
 845,        348321,          173320,            214,     31073,        2544,         63,     20076,           0,         97,        356590,             836,            314
 846,        349767,          174042,            214,     31201,        2503,         63,     20058,           0,         92,        357435,             841,            316
 847,        349871,          174093,            216,     32206,        2505,         77,     20059,           0,         95,        358281,             841,            326
 848,        350533,          174423,            220,     30916,        2524,         65,     20122,           0,         96,        359128,             839,            327
 849,        351351,          174831,            209,     30277,        2522,         61,     20155,           0,         89,        359976,             840,            309
 850,        352859,          175584,            210,     31830,        2555,         62,     20169,           0,         90,        360825,             842,            307
 851,        353033,          175670,            215,     30704,        2562,         67,     20214,           0,        117,        361675,             845,            326
 852,        353117,          175711,            222,     29927,        2562,         65,     20189,           0,         98,        362526,             847,            332
 853,        353883,          176093,            217,     31102,        2566,         64,     20236,           0,         93,        363378,             846,            339
 854,        354689,          176495,            230,     31386,        2529,         68,     20280,           0,         99,        364231,             848,            341
 855,        355689,          176994,            244,     31754,        2527,         67,     20311,           0,         99,        365085,             852,            339
 856,        357285,          177791,            226,     30573,        2594,         67,     20296,           0,        101,        365940,             849,            330
 857,        357809,          178052,            226,     29736,        2593,         65,     20315,           0,        100,        366796,             849,            342
 858,        357947,          178120,            225,     30268,        2595,         66,     20342,           0,         96,        367653,             848,            360
 859,        358997,          178644,            220,     32791,        2509,         65,     20384,           0,         94,        368511,             847,            322
 860,        360193,          179241,            222,     32411,        2521,         76,     20424,           0,         88,        369370,             857,            307
 861,        361411,          179849,            210,     33904,        2573,         62,     20429,           0,         89,        370230,             852,            338
 862,        361875,          180080,            228,     32633,        2565,         66,     20456,           0,         96,        371091,             854,            348
 863,        362553,          180418,            216,     31178,        2575,         63,     20505,           0,         92,        371953,             856,            316
 864,        362833,          180557,            218,     31143,        2570,         81,     20542,           0,         97,        372816,             856,            335
 865,        363373,          180826,            230,     32458,        2576,         67,     20566,           0,         98,        373680,             856,            339
 866,        364809,          181543,            233,     31476,        2561,         66,     20584,           0,        103,        374545,             862,            350
 867,        365717,          181996,            224,     30945,        2644,         65,     20644,           0,         99,        375411,             865,            329
 868,        366047,          182160,            225,     31229,        2654,         65,     20645,           0,         97,        376278,             861,            336
 869,        366211,          182241,            226,     31644,        2581,         80,     20682,           0,         97,        377146,             864,            338
 870,        367187,          182728,            231,     32680,        2583,         70,     20707,           0,        112,        378015,             862,            337
 871,        368125,          183196,            219,     30544,        2595,         62,     20740,           0,         94,        378885,             862,            339
 872,        368995,          183630,            232,     31187,        2616,         66,     20754,           0,        108,        379756,             864,            346
 873,        369815,          184039,            244,     31155,        2657,         66,     20770,           0,         95,        380628,             869,            333
 874,        371545,          184903,            231,     30746,        2645,         66,     20805,           0,        111,        381501,             864,            344
 875,        372677,          185468,            242,     31564,        2591,         68,     20838,           0,        100,        382375,             867,            344
 876,        373199,          185728,            222,     31771,        2635,         63,     20832,           0,         92,        383250,             872,            341
 877,        374747,          186501,            230,     31373,        2651,         65,     20892,           0,         98,        384126,             867,            338
 878,        375619,          186936,            230,     31462,        2637,         63,     20922,           0,         94,        385003,             874,            338
 879,        376855,          187553,            233,     31913,        2616,         66,     20942,           0,         96,        385881,             875,            338
 880,        377721,          187985,            231,     32031,        2629,         66,     20958,           0,        101,        386760,             870,            367
 881,        378545,          188396,            264,     30896,        2673,         73,     20996,           0,        106,        387640,             873,            384
 882,        380251,          189248,            233,     31730,        2679,         68,     21044,           0,         97,        388521,             874,            340
 883,        381845,          190044,            234,     33945,        2653,         68,     21071,           0,         95,        389403,             877,            338
 884,        382125,          190183,            251,     34137,        2660,         67,     21042,           0,         96,        390286,             872,            338
 885,        383391,          190815,            234,     34054,        2602,         66,     21097,           0,         95,        391170,             881,            348
 886,        383757,          190997,            228,     32065,        2677,         65,     21113,           0,         95,        392055,             879,            332
 887,        384477,          191356,            228,     32535,        2667,         65,     21132,           0,         94,        392941,             882,            334
 888,        385069,          191651,            249,     32985,        2673,         70,     21156,           0,        102,        393828,             881,            362
 889,        385909,          192070,            251,     33215,        2667,         71,     21180,           0,        116,        394716,             880,            334
 890,        386803,          192516,            231,     34342,        2588,         67,     21239,           0,        112,        395605,             881,            371
 891,        387007,          192617,            252,     32847,        2679,         70,     21225,           0,        126,        396495,             880,            381
 892,        387111,          192668,            244,     33321,        2647,         69,     21276,           0,        133,        397386,             884,            359
 893,        387177,          192700,            244,     35114,        2676,         71,     21319,           0,        117,        398278,             882,            362
 894,        387363,          192792,            244,     32844,        2664,         69,     21328,           0,        108,        399171,             886,            360
 895,        389089,          193654,            245,     32300,        2702,         68,     21347,           0,        108,        400065,             888,            374
 896,        390489,          194353,            353,     32064,        2708,         93,     21387,           0,        132,        400960,             890,            511
 897,        392091,          195153,            305,     34557,        2685,         92,     21415,           0,        135,        401856,             887,            481
 898,        393015,          195614,            329,     35195,        2677,         97,     21449,           0,        145,        402753,             893,            571
 899,        393093,          195652,            345,     32799,        2646,        103,     21474,           0,        151,        403651,             895,            569
 900,        394151,          196180,            310,     32593,        2684,         91,     21495,           0,        153,        404550,             890,            518
 901,        394917,          196562,            376,     33189,        2744,        107,     21511,           0,        150,        405450,             892,            400
 902,        395101,          196653,            249,     33280,        2709,         71,     21547,           0,        100,        406351,             895,            355
 903,        396589,          197396,            244,     34412,        2776,         71,     21593,           0,        122,        407253,             898,            335
 904,        398307,          198254,            231,     34797,        2725,         68,     21599,           0,         93,        408156,             897,            354
 905,        399263,          198731,            240,     32988,        2706,         68,     21617,           0,         99,        409060,             898,            349
 906,        400559,          199378,            232,     32964,        2718,         65,     21644,           0,         95,        409965,             898,            340
 907,        400879,          199537,            250,     32050,        2745,         69,     21672,           0,        100,        410871,             898,            358
 908,        401605,          199899,            246,     33295,        2740,         69,     21719,           0,        113,        411778,             901,            339
 909,        402985,          200588,            234,     32607,        2734,         65,     21738,           0,         94,        412686,             897,            339
 910,        403537,          200863,            233,     32993,        2720,         64,     21768,           0,         95,        413595,             904,            363
 911,        403991,          201089,            233,     32826,        2738,         64,     21826,           0,         95,        414505,             906,            342
 912,        405381,          201783,            236,     33213,        2765,         65,     21817,           0,         95,        415416,             905,            343
 913,        406963,          202573,            238,     34750,        2726,         65,     21847,           0,        120,        416328,             906,            351
 914,        408585,          203383,            243,     33302,        2816,         68,     21878,           0,         98,        417241,             909,            361
 915,        409619,          203899,            238,     32791,        2767,         65,     21908,           0,         95,        418155,             905,            345
 916,        410193,          204185,            263,     32581,        2773,         68,     21924,           0,        100,        419070,             906,            364
 917,        411235,          204705,            264,     34631,        2756,         66,     21939,           0,         97,        419986,             912,            355
 918,        411905,          205039,            246,     35592,        2750,         67,     21975,           0,        103,        420903,             909,            352
 919,        412815,          205493,            243,     33264,        2792,         67,     22015,           0,        118,        421821,             911,            388
 920,        412929,          205549,            268,     33231,        2795,         74,     22030,           0,        108,        422740,             910,            374
 921,        413049,          205608,            240,     33383,        2799,         66,     22071,           0,         96,        423660,             913,            348
 922,        414219,          206192,            240,     33873,        2813,         66,     22120,           0,         95,        424581,             917,            353
 923,        415067,          206615,            259,     34420,        2771,         68,     22135,           0,        107,        425503,             918,            363
 924,        416769,          207465,            264,     33434,        2819,         67,     22111,           0,         99,        426426,             913,            351
 925,        417631,          207895,            244,     37009,        2750,         67,     22147,           0,        110,        427350,             918,            362
 926,        419367,          208762,            252,     36613,        2736,         67,     22195,           0,        101,        428275,             918,            370
 927,        419443,          208799,            244,     34006,        2758,         65,     22216,           0,         98,        429201,             921,            352
 928,        419477,          208815,            243,     33631,        2796,         65,     22233,           0,        100,        430128,             921,            354
 929,        420313,          209232,            264,     34461,        2775,         69,     22260,           0,        103,        431056,             921,            390
 930,        420915,          209532,            259,     34408,        2793,         80,     22286,           0,         98,        431985,             917,            355
 931,        422135,          210141,            247,     36293,        2807,         67,     22328,           0,        112,        432915,             927,            364
 932,        422207,          210176,            253,     36807,        2796,         69,     22330,           0,        100,        433846,             928,            366
 933,        423259,          210701,            252,     35329,        2798,         68,     22366,           0,        111,        434778,             929,            366
 934,        424579,          211360,            252,     34900,        2816,         69,     22399,           0,        102,        435711,             925,            367
 935,        426281,          212210,            253,     36093,        2802,         70,     22432,           0,        102,        436645,             926,            368
 936,        427551,          212844,            255,     34250,        2797,         67,     22450,           0,        101,        437580,             931,            371
 937,        429263,          213699,            257,     34235,        2854,         70,     22486,           0,        114,        438516,             929,            359
 938,        430915,          214524,            251,     34724,        2881,         68,     22500,           0,        116,        439453,             930,            380
 939,        430981,          214556,            265,     34006,        2896,         72,     22516,           0,        104,        440391,             930,            418
 940,        431401,          214765,            287,     33921,        2897,         78,     22575,           0,        110,        441330,             930,            419
 941,        431691,          214909,            271,     35773,        2838,         73,     22609,           0,        125,        442270,             931,            391
 942,        432433,          215279,            271,     36025,        2767,         72,     22619,           0,        107,        443211,             932,            407
 943,        434317,          216220,            280,     34700,        2878,         76,     22649,           0,       1791,        444153,             940,            487
 944,        434815,          216468,            365,     36292,        2854,        103,     22699,           0,        129,        445096,             937,            510
 945,        436499,          217309,            406,     36307,        2840,        110,     22720,           0,        120,        446040,             934,            428
 946,        437161,          217639,            267,     34891,        2911,         74,     22751,           0,         87,        446985,             939,            393
 947,        437767,          217941,            282,     33691,        2871,         76,     22775,           0,         93,        447931,             940,            425
 948,        437931,          218022,            275,     33734,        2907,         75,     22751,           0,         94,        448878,             941,            424
 949,        438659,          218385,            306,     33958,        2923,         76,     22785,           0,         90,        449826,             940,            414
 950,        439599,          218854,            274,     34106,        2901,         69,     22823,           0,         82,        450775,             943,            368
 951,        440103,          219105,            254,     34805,        2897,         68,     22855,           0,         83,        451725,             941,            368
 952,        441179,          219642,            255,     35158,        2855,         68,     22873,           0,         83,        452676,             943,            369
 953,        442365,          220234,            259,     38365,        2860,         70,     22908,           0,         92,        453628,             948,            384
 954,        443139,          220620,            259,     35457,        2923,         69,     22956,           0,         85,        454581,             950,            372
 955,        444195,          221147,            257,     36772,        2886,         70,     22987,           0,         82,        455535,             946,            373
 956,        445269,          221683,            258,     36360,        2876,         71,     23028,           0,         83,        456490,             951,            374
 957,        445957,          222026,            258,     35534,        2920,         69,     23048,           0,         83,        457446,             952,            372
 958,        447341,          222717,            260,     34129,        2949,         69,     23099,           0,         83,        458403,             952,            404
 959,        448609,          223350,            274,     36532,        2900,         74,     23097,           0,         87,        459361,             949,            397
 960,        448615,          223352,            275,     35626,        2894,         74,     23072,           0,         89,        460320,             951,            427
 961,        449499,          223793,            301,     35153,        2890,         84,     23098,           0,        114,        461280,             954,            434
 962,        449779,          223932,            260,     36193,        2897,         69,     23146,           0,         84,        462241,             957,            377
 963,        450297,          224190,            260,     34816,        2946,         68,     23189,           0,         83,        463203,             956,            380
 964,        451749,          224915,            262,     36538,        2921,         69,     23226,           0,         84,        464166,             957,            380
